filepath,openness,conscientiousness,extraversion,agreeableness,neuroticism
dataset/archive/Actor_01/03-01-07-01-02-01-01.wav,44.79863768288947,49.41281505403275,79.47439490326784,78.2556936698723,51.67660774695194
dataset/archive/Actor_01/03-01-07-01-02-02-01.wav,87.98153627062507,75.02730078734476,81.04098204586148,70.02296871248511,60.04907020818076
dataset/archive/Actor_01/03-01-07-02-01-01-01.wav,45.2672031591425,79.05455935982152,82.66350105085586,71.45718326028074,56.445744441392094
dataset/archive/Actor_01/03-01-07-02-01-02-01.wav,61.39826845127733,50.3827208755798,65.0833653785286,69.74934401571234,59.84586556036922
dataset/archive/Actor_01/03-01-07-02-02-01-01.wav,85.02032151093711,68.36311581786407,82.47971877193999,56.82422883949671,72.64136081570976
dataset/archive/Actor_01/03-01-07-02-02-02-01.wav,48.812684568216866,71.4974026606795,75.04014550590136,47.116096738156216,61.85257899579982
dataset/archive/Actor_01/03-01-08-01-01-01-01.wav,41.320756089950066,44.39218587936585,76.96387691528089,48.908749811958785,88.31132264221944
dataset/archive/Actor_01/03-01-08-01-01-02-01.wav,55.840104460031526,48.28019632921,68.68149338630302,52.554623013811124,48.84430456505302
dataset/archive/Actor_01/03-01-08-01-02-01-01.wav,77.28125510993178,79.30889143466204,61.66970434187297,73.54243229776142,69.53985684613122
dataset/archive/Actor_01/03-01-08-01-02-02-01.wav,67.49837376644547,55.330593845724415,78.71973631041016,57.880915135238034,82.4545828828907
dataset/archive/Actor_01/03-01-08-02-01-01-01.wav,78.24797062807701,74.4526632588487,51.478663349610116,48.47681339003063,77.48660870476996
dataset/archive/Actor_01/03-01-08-02-01-02-01.wav,86.50386788023341,48.43580271928819,81.25581620735457,59.60214920024357,56.59706750976403
dataset/archive/Actor_01/03-01-08-02-02-01-01.wav,62.849972903256656,56.40825294012831,66.93458858795685,49.689687353021384,60.411433636972546
dataset/archive/Actor_01/03-01-08-02-02-02-01.wav,59.73655147545621,75.80405107254415,44.09817614748113,77.23824288335311,53.773269906581554
dataset/archive/Actor_02/03-01-01-01-01-01-02.wav,56.112969262487205,79.0331348726213,56.826127774918575,68.39059223609213,61.40566422404017
dataset/archive/Actor_02/03-01-01-01-01-02-02.wav,59.70978766613032,67.75003941822375,55.341271899970174,87.80066744274326,69.34116413253294
dataset/archive/Actor_02/03-01-01-01-02-01-02.wav,78.97138302555936,64.98202097914383,80.43763708334079,45.41286188835775,45.522381267670895
dataset/archive/Actor_02/03-01-01-01-02-02-02.wav,87.46763863372222,58.88614549801891,63.01070261644672,80.1081710471183,40.15637533034897
dataset/archive/Actor_02/03-01-02-01-01-01-02.wav,40.09193734851364,74.69365388833413,43.61807313201321,76.8158214920044,67.76927334385368
dataset/archive/Actor_02/03-01-02-01-01-02-02.wav,66.0502510164501,83.62778918447637,74.84553733937783,74.45102076384183,40.30535486663372
dataset/archive/Actor_02/03-01-02-01-02-01-02.wav,87.68101065867168,67.74778610094269,40.43053757372288,58.062086124810556,87.11875041134381
dataset/archive/Actor_02/03-01-02-01-02-02-02.wav,58.60213978459395,44.94209088021924,78.48158455088397,46.36478874891161,52.05397625198083
dataset/archive/Actor_02/03-01-02-02-01-01-02.wav,62.0089058574837,75.53932788352012,59.66753407518341,78.22611380788982,40.50080082134497
dataset/archive/Actor_02/03-01-02-02-01-02-02.wav,46.392636171679655,86.95128807761495,71.03990416131253,80.72455802737423,86.07055513633506
dataset/archive/Actor_02/03-01-02-02-02-01-02.wav,72.94145018207783,82.69980875610806,54.47338126022362,44.3085053273866,52.91129981586616
dataset/archive/Actor_02/03-01-02-02-02-02-02.wav,65.39452756345423,80.81346596162096,70.27787302519243,55.00384146104179,69.14762858267919
dataset/archive/Actor_02/03-01-03-01-01-01-02.wav,82.92019883106602,52.430854100333946,68.48461295574053,43.59430285671159,41.900273200502234
dataset/archive/Actor_02/03-01-03-01-01-02-02.wav,56.1726137585669,59.260719533974765,63.964080434414704,59.7794609569013,41.556386720735006
dataset/archive/Actor_02/03-01-03-01-02-01-02.wav,88.23319492727799,65.24349870420937,67.84823765714101,51.3099889869721,71.72102569276734
dataset/archive/Actor_02/03-01-03-01-02-02-02.wav,80.03380101979502,70.69893955789861,63.32755200991021,55.228832603881514,84.91871826587641
dataset/archive/Actor_02/03-01-03-02-01-01-02.wav,65.44606716984559,86.06528292474965,54.70377198039965,54.72997158617906,73.17791140123208
dataset/archive/Actor_02/03-01-03-02-01-02-02.wav,56.74569338562346,49.56449636149307,71.2395004513469,79.85825073086366,62.98117331456666
dataset/archive/Actor_02/03-01-03-02-02-01-02.wav,57.60302481898516,86.55200355320963,82.82047584374195,40.9130283849132,82.77189250693442
dataset/archive/Actor_02/03-01-03-02-02-02-02.wav,88.5436700245948,57.97572523322246,42.34848966264306,87.06270804947924,48.813244587626166
dataset/archive/Actor_02/03-01-04-01-01-01-02.wav,63.11327820256193,86.77912581737962,89.81315365599019,84.67263052512453,67.97098285199843
dataset/archive/Actor_02/03-01-04-01-01-02-02.wav,88.78685095584491,79.02790727910578,83.77923646507577,77.69993757700642,68.6185786166763
dataset/archive/Actor_02/03-01-04-01-02-01-02.wav,80.46680678024961,81.4311301768526,58.65440417402865,51.99915984068756,61.614055708335165
dataset/archive/Actor_02/03-01-04-01-02-02-02.wav,41.37504540013399,56.44943487798941,62.580774814642524,76.89880120530319,67.41522606012668
dataset/archive/Actor_02/03-01-04-02-01-01-02.wav,71.25716487600074,78.83282650053368,53.01498293919689,89.33184320332414,67.14044679794534
dataset/archive/Actor_02/03-01-04-02-01-02-02.wav,47.039423192228995,49.585667238418296,50.73594354696036,43.043037398303795,82.78481074423696
dataset/archive/Actor_02/03-01-04-02-02-01-02.wav,88.3244496693033,60.81026223401889,82.49774671832577,46.15463689183897,71.65447021929452
dataset/archive/Actor_02/03-01-04-02-02-02-02.wav,70.77640059414888,49.71536743756506,80.33394691084291,51.73852362636371,54.105534073247895
dataset/archive/Actor_02/03-01-05-01-01-01-02.wav,52.21547203012639,52.440244406956964,86.16032213796694,83.38186783157387,59.97070780394242
dataset/archive/Actor_02/03-01-05-01-01-02-02.wav,46.236087643408425,85.53520722635484,59.70039575519576,88.29864711444698,68.99765249380285
dataset/archive/Actor_02/03-01-05-01-02-01-02.wav,60.039899354905685,46.05458844761568,82.85159652254146,86.32237582395021,52.753356981805645
dataset/archive/Actor_02/03-01-05-01-02-02-02.wav,71.6289470467166,63.93354429295722,51.12419584907939,63.381589535476536,79.93766809634603
dataset/archive/Actor_02/03-01-05-02-01-01-02.wav,54.65892071002971,40.650367145778624,69.18177978741807,89.40354024025743,64.76782988108613
dataset/archive/Actor_02/03-01-05-02-01-02-02.wav,68.2578826890836,57.222738654578535,48.63920908699022,87.31238306208473,55.59688066118832
dataset/archive/Actor_02/03-01-05-02-02-01-02.wav,55.894341298576904,72.43129277535917,43.04292834484918,82.82418262640152,71.72589171938898
dataset/archive/Actor_02/03-01-05-02-02-02-02.wav,72.9987023165848,50.922683395849575,55.09289809786014,80.3989196180489,71.66624486933075
dataset/archive/Actor_02/03-01-06-01-01-01-02.wav,89.07779569897527,48.733316561064534,84.15759671476663,84.9733194373739,63.00875350237391
dataset/archive/Actor_02/03-01-06-01-01-02-02.wav,66.68603710479827,71.30488434031432,52.371926357180456,42.97423917045048,71.72602611204697
dataset/archive/Actor_02/03-01-06-01-02-01-02.wav,70.39346160671286,64.2893268015713,73.18620587477128,62.54273500549378,59.383502289106154
dataset/archive/Actor_02/03-01-06-01-02-02-02.wav,81.56470045146588,71.45673169212061,61.020534560836225,82.22435155202982,61.80855849092685
dataset/archive/Actor_02/03-01-06-02-01-01-02.wav,78.555989415373,89.6758610693195,50.515556383778744,82.88384210168238,44.246395229808044
dataset/archive/Actor_02/03-01-06-02-01-02-02.wav,56.84772404124841,52.547410350535735,44.57660724300041,48.561800078398015,58.28204908770721
dataset/archive/Actor_02/03-01-06-02-02-01-02.wav,43.841244142313855,77.01127178742595,74.98040728902014,86.80291709131924,43.241451986481586
dataset/archive/Actor_02/03-01-06-02-02-02-02.wav,67.09228711229282,45.50012652480478,61.03070115320771,76.19198496071283,50.42674728770652
dataset/archive/Actor_02/03-01-07-01-01-01-02.wav,75.58407533428114,48.15259133789926,44.83300730886588,87.91657903104613,49.56368022711783
dataset/archive/Actor_02/03-01-07-01-01-02-02.wav,72.32637829225318,47.88432641788332,52.72921610448558,66.55681198105486,54.14365945609234
dataset/archive/Actor_02/03-01-07-01-02-01-02.wav,46.84221307070341,83.22609888219452,63.1512640736124,63.298000472206425,66.91997484024517
dataset/archive/Actor_02/03-01-07-01-02-02-02.wav,64.23147209095588,67.70170539767572,52.17676744028639,48.442378698376984,45.61255409677644
dataset/archive/Actor_02/03-01-07-02-01-01-02.wav,75.97050863125938,54.13984512586247,62.55817450243917,50.410055779088765,88.27164666766166
dataset/archive/Actor_02/03-01-07-02-01-02-02.wav,84.47425921956884,62.06453593918867,53.722034488979546,56.18664531996312,82.94288805161901
dataset/archive/Actor_02/03-01-07-02-02-01-02.wav,67.79634950079574,40.90980999544823,46.75171214272998,56.75746708131395,53.93059409874184
dataset/archive/Actor_02/03-01-07-02-02-02-02.wav,71.26248281107691,53.21026900665866,40.96026198875408,73.93442698138327,53.61330706977136
dataset/archive/Actor_02/03-01-08-01-01-01-02.wav,82.31161317440933,54.10659966297969,77.84265775790391,85.73518481990882,44.80997018409917
dataset/archive/Actor_02/03-01-08-01-01-02-02.wav,43.912974676765344,79.19713963552265,82.9999129822351,70.52266814847701,78.90850159711232
dataset/archive/Actor_02/03-01-08-01-02-01-02.wav,89.85071551050477,42.44957465568841,48.89200070212456,73.95716568927381,69.36610576972134
dataset/archive/Actor_02/03-01-08-01-02-02-02.wav,70.81326938878101,65.63934853391532,79.40803630356424,47.907085327295455,81.09299989165629
dataset/archive/Actor_02/03-01-08-02-01-01-02.wav,58.758888315785654,86.58701261746053,71.15351833160327,80.06674443418747,44.32902956452955
dataset/archive/Actor_02/03-01-08-02-01-02-02.wav,48.347995881747984,43.611875309492376,46.74279143471023,59.82745259645903,51.12748455202983
dataset/archive/Actor_02/03-01-08-02-02-01-02.wav,53.18476099949808,68.26192522816729,49.55798677997489,83.07727999455184,71.16100806291496
dataset/archive/Actor_02/03-01-08-02-02-02-02.wav,84.8809607638205,88.9784022726715,50.29541461310719,88.12989001735326,45.184746634663085
dataset/archive/Actor_03/03-01-01-01-01-01-03.wav,55.348470550093786,87.22536748488913,52.55783181987445,43.179216476664024,76.98455794939217
dataset/archive/Actor_03/03-01-01-01-01-02-03.wav,64.41448532759503,51.01440084219361,70.49539453905815,46.516937676066725,83.94854102926502
dataset/archive/Actor_03/03-01-01-01-02-01-03.wav,45.363995552369325,43.44617856624265,65.5269764885978,71.08045980396237,72.79779959130752
dataset/archive/Actor_03/03-01-01-01-02-02-03.wav,84.68017979922527,74.73401965698815,74.65135323807581,49.504420060481905,70.7632755626278
dataset/archive/Actor_03/03-01-02-01-01-01-03.wav,63.83306949074073,86.29079038651275,50.74012003962079,76.06590515485644,47.383846391125715
dataset/archive/Actor_03/03-01-02-01-01-02-03.wav,84.67784215234703,61.3441081281366,78.58358062669522,56.29914944762527,46.92549592798299
dataset/archive/Actor_03/03-01-02-01-02-01-03.wav,89.53689137474208,70.5250528148654,50.86573739154596,86.20260475773921,64.21231232358026
dataset/archive/Actor_03/03-01-02-01-02-02-03.wav,81.48464205772078,54.50387901490268,41.819261465050694,64.8910040505654,54.8298728974724
dataset/archive/Actor_03/03-01-02-02-01-01-03.wav,77.69848337646218,49.250624561406106,89.45411075193404,77.30745570451727,47.2100854994455
dataset/archive/Actor_03/03-01-02-02-01-02-03.wav,84.55928409953543,62.94653025635054,49.12657250655329,82.3185021987131,55.90617516403727
dataset/archive/Actor_03/03-01-02-02-02-01-03.wav,63.12336434373528,58.07047697667912,41.19634680849769,64.7458643403959,58.614637616228634
dataset/archive/Actor_03/03-01-02-02-02-02-03.wav,61.84092974779628,69.77377301882046,41.377717979984624,43.20090239788506,84.3668594467261
dataset/archive/Actor_03/03-01-03-01-01-01-03.wav,64.60579598580274,84.00598764879435,74.66519918035078,61.5577204190173,47.65045834464394
dataset/archive/Actor_03/03-01-03-01-01-02-03.wav,77.3725825075583,55.70709277506444,49.03347074755442,43.32501832495763,80.00422805041822
dataset/archive/Actor_03/03-01-03-01-02-01-03.wav,47.89535377540654,59.11870494664996,42.834775477940916,51.41042936154824,55.079436068124366
dataset/archive/Actor_03/03-01-03-01-02-02-03.wav,89.72198215260718,64.61766581678894,82.73427518829526,49.129161601433445,79.76355099210278
dataset/archive/Actor_03/03-01-03-02-01-01-03.wav,87.37398783024463,63.19085200899062,57.73067149096372,88.58464074805467,56.06398059965781
dataset/archive/Actor_03/03-01-03-02-01-02-03.wav,53.37775761812037,57.27748722845805,63.72852039770911,81.78003561757085,58.6658335400059
dataset/archive/Actor_03/03-01-03-02-02-01-03.wav,67.12099234408154,65.59417980244783,70.29964401285294,70.13547394945533,40.88945577030031
dataset/archive/Actor_03/03-01-03-02-02-02-03.wav,49.43413161103646,80.56801065609376,45.86949644971428,70.53903967998104,44.542591211535616
dataset/archive/Actor_03/03-01-04-01-01-01-03.wav,72.70195849505888,78.0517721306455,81.1525543325646,84.73828258066501,54.75513499618725
dataset/archive/Actor_03/03-01-04-01-01-02-03.wav,67.39157695020477,74.41208547399793,53.25695154052184,83.04003277147127,79.80680520782522
dataset/archive/Actor_03/03-01-04-01-02-01-03.wav,87.5116648809879,51.3227156219823,77.9694943120617,40.501070114276516,75.1910843845337
dataset/archive/Actor_03/03-01-04-01-02-02-03.wav,49.24132129765482,40.78652828298215,40.753653752459485,66.6804486212281,84.6401550807335
dataset/archive/Actor_03/03-01-04-02-01-01-03.wav,70.56489316711043,40.62235160408851,65.24865936778771,69.3086703222182,59.53731367511334
dataset/archive/Actor_03/03-01-04-02-01-02-03.wav,89.60991197712298,76.13152955604335,46.58356774809119,62.646924690818665,67.6963120668861
dataset/archive/Actor_03/03-01-04-02-02-01-03.wav,50.78934840171032,50.8940155436628,54.36817329582762,83.10457720994467,70.64195841933116
dataset/archive/Actor_03/03-01-04-02-02-02-03.wav,74.15484825053751,82.18366706351313,58.114848712992774,43.73936403890642,50.06848982386057
dataset/archive/Actor_03/03-01-05-01-01-01-03.wav,40.077377020055394,53.59571095521767,68.25754557205715,54.79866992361355,68.50689477331593
dataset/archive/Actor_03/03-01-05-01-01-02-03.wav,75.13718730782992,44.153864651541156,80.9525043640169,41.36026299157979,52.256082496730926
dataset/archive/Actor_03/03-01-05-01-02-01-03.wav,44.479600502951826,47.75933017982792,51.79243389592469,48.75507356811684,61.168379836306485
dataset/archive/Actor_03/03-01-05-01-02-02-03.wav,53.35675041899278,55.241284501278116,43.61986124409334,89.92108938576251,55.754633391561086
dataset/archive/Actor_03/03-01-05-02-01-01-03.wav,82.45318566043632,54.31653978104671,68.72788805172944,67.6833510900997,53.641196853825925
dataset/archive/Actor_03/03-01-05-02-01-02-03.wav,43.987000210072395,68.81950717388696,71.1188331405144,62.81500389607477,44.95714046827827
dataset/archive/Actor_03/03-01-05-02-02-01-03.wav,81.06602023179276,42.391412513110645,81.3770608285928,77.69146259818025,83.58218340631532
dataset/archive/Actor_03/03-01-05-02-02-02-03.wav,55.954732445551,64.93074325781754,67.81216269285858,48.07668921671568,75.15029976628915
dataset/archive/Actor_03/03-01-06-01-01-01-03.wav,78.76955127085222,72.10556864623817,88.52565935423812,56.9574348623846,59.46597729776313
dataset/archive/Actor_03/03-01-06-01-01-02-03.wav,51.79790138163767,77.62507860556376,87.5788562693779,82.4455087981552,78.6576187813298
dataset/archive/Actor_03/03-01-06-01-02-01-03.wav,63.65495571998194,51.64622545883363,89.0557167640518,57.60424392386877,55.30743630657307
dataset/archive/Actor_03/03-01-06-01-02-02-03.wav,45.92798135747689,62.55270171146469,53.10854806494399,83.56362622508928,78.76143399846666
dataset/archive/Actor_03/03-01-06-02-01-01-03.wav,41.757720569918334,62.5015930072112,58.316242693226584,53.14225718885977,59.08173418696852
dataset/archive/Actor_03/03-01-06-02-01-02-03.wav,85.49650424167683,61.37638903304176,61.82810864259177,68.50839915459213,53.606680681813
dataset/archive/Actor_03/03-01-06-02-02-01-03.wav,41.44955843306881,87.78224877617876,46.89134842985074,42.61867056791361,48.62749414549768
dataset/archive/Actor_03/03-01-06-02-02-02-03.wav,75.33011288014652,44.408710022747854,55.33726204771786,41.83740744099778,77.93411218709856
dataset/archive/Actor_03/03-01-07-01-01-01-03.wav,84.37769558592021,82.78909132175565,47.7022204196888,53.240663930192966,57.637154610328395
dataset/archive/Actor_03/03-01-07-01-01-02-03.wav,75.15358749373729,49.249913359169305,57.54781867271819,59.11974516761222,40.22226761498184
dataset/archive/Actor_03/03-01-07-01-02-01-03.wav,51.4474565259133,71.12538281865997,61.796621333272356,57.605917380748764,53.223574497356395
dataset/archive/Actor_03/03-01-07-01-02-02-03.wav,43.567739374288266,80.44349767107921,53.31029256107978,77.41323595392329,75.97511814885021
dataset/archive/Actor_03/03-01-07-02-01-01-03.wav,71.3953729865658,68.9678090251094,48.307732557036076,79.54181948607504,83.35065498843502
dataset/archive/Actor_03/03-01-07-02-01-02-03.wav,76.33192620834944,82.7782407277054,63.61033926482927,62.58500797293814,74.79174808729661
dataset/archive/Actor_03/03-01-07-02-02-01-03.wav,83.93550241551232,54.01501574377232,55.00746237415114,67.22902483932525,86.46242914322156
dataset/archive/Actor_03/03-01-07-02-02-02-03.wav,47.846628962314846,57.19900142478434,63.51027487696241,82.23157928047766,73.35816117867378
dataset/archive/Actor_03/03-01-08-01-01-01-03.wav,75.49726876139275,43.71678360641802,56.300412852955674,87.84035896742348,87.5843609411058
dataset/archive/Actor_03/03-01-08-01-01-02-03.wav,48.15335167213133,58.20332623775301,69.47511257553187,64.64174468134347,76.45176869131765
dataset/archive/Actor_03/03-01-08-01-02-01-03.wav,83.38904532471048,63.69566195445495,62.922608891267956,85.96528084772234,79.95480368339699
dataset/archive/Actor_03/03-01-08-01-02-02-03.wav,70.3097956445394,61.445982817447245,77.1889965720397,62.78738798120203,50.462220326229556
dataset/archive/Actor_03/03-01-08-02-01-01-03.wav,72.33766906742821,81.3862133971889,55.04782655601774,45.02444702284996,73.38742739398491
dataset/archive/Actor_03/03-01-08-02-01-02-03.wav,68.24138188091827,82.70263387480733,58.68604612073311,69.59357161902498,79.27866934768221
dataset/archive/Actor_03/03-01-08-02-02-01-03.wav,66.55610316071281,87.80319468724464,43.72314968572181,80.98600606169776,42.30059106560815
dataset/archive/Actor_03/03-01-08-02-02-02-03.wav,40.581449503889694,46.10907537872923,83.3446154459745,43.123779858263745,75.68796992175322
dataset/archive/Actor_04/03-01-01-01-01-01-04.wav,63.466545067480084,55.90503195870671,82.42522412161411,50.75653019077585,83.93086927862788
dataset/archive/Actor_04/03-01-01-01-01-02-04.wav,68.36912917052253,72.65980254656154,87.74171609403456,68.49252195941904,50.60413184537101
dataset/archive/Actor_04/03-01-01-01-02-01-04.wav,52.308377969750424,65.52470911224536,47.515902210671385,75.80852907530435,67.72252742547475
dataset/archive/Actor_04/03-01-01-01-02-02-04.wav,70.1977160946434,47.73771650573458,63.48715897759231,87.28873842803888,78.09668461457724
dataset/archive/Actor_04/03-01-02-01-01-01-04.wav,65.40309970469828,51.52929658247187,89.53160254699247,63.75133087496722,73.57205972685179
dataset/archive/Actor_04/03-01-02-01-01-02-04.wav,56.87053983969304,64.03757707019574,46.34156316726383,64.24116029853802,71.13372791842879
dataset/archive/Actor_04/03-01-02-01-02-01-04.wav,61.4034411417656,80.52119873612699,46.19165691514233,85.2367168926303,50.12359171137474
dataset/archive/Actor_04/03-01-02-01-02-02-04.wav,40.59132093545345,81.98637185351286,49.65138976958408,62.86729544741594,47.27145842195257
dataset/archive/Actor_04/03-01-02-02-01-01-04.wav,41.70686441334715,84.87654267492033,55.83092050159848,54.56413298917487,82.4980863028
dataset/archive/Actor_04/03-01-02-02-01-02-04.wav,80.01338551657469,85.63272012453268,80.67833345514586,74.87254107773094,72.69639836080003
dataset/archive/Actor_04/03-01-02-02-02-01-04.wav,43.44078188597669,56.6871038584463,48.77117708949744,43.4667505407507,74.9488574427648
dataset/archive/Actor_04/03-01-02-02-02-02-04.wav,84.39734023387153,58.50658969579267,46.72460738849972,77.35230116671997,53.30633156607503
dataset/archive/Actor_04/03-01-03-01-01-01-04.wav,59.951131790463094,44.10493945715517,69.33826011154513,70.21399527937078,84.35700706210463
dataset/archive/Actor_04/03-01-03-01-01-02-04.wav,42.648284398753994,59.36691422978322,88.17415837105474,71.98544073189471,50.169131946204246
dataset/archive/Actor_04/03-01-03-01-02-01-04.wav,84.57258067514726,74.1622246123762,63.661232026696595,64.27771724056188,64.45792327884642
dataset/archive/Actor_04/03-01-03-01-02-02-04.wav,44.88854423202045,59.30928283612302,53.775522746195506,70.28142050404682,77.6924127201121
dataset/archive/Actor_04/03-01-03-02-01-01-04.wav,41.62509104638065,60.015874468206086,59.15108855527757,72.27209204719924,74.41858603083848
dataset/archive/Actor_04/03-01-03-02-01-02-04.wav,53.439091118746184,41.70343070926176,46.380054602669446,61.55764963396543,89.77817244086864
dataset/archive/Actor_04/03-01-03-02-02-01-04.wav,72.02002825363212,46.96360710416575,43.023118117841136,89.12548797545669,79.50105464162344
